Country,Year,Inflation,IntentionalHomicides,LifeExpectancy,Population,SuicideMortality,Unemployment,Fixed,Percent,Fixed Value,HDI
"Macao SAR, China",2011,5.804468001,0.726172905,82.938,550832,,2.559999943,0.403190284,0.465040697,0.21626285,
"Macao SAR, China",2012,6.108311726,0.709173334,83.158,564039,,1.970000029,0.390897269,0.446739736,0.199576392,
"Macao SAR, China",2013,5.506786663,0.173199762,83.361,577372,,1.820000052,0.371194582,0.429126685,0.184149712,
"Macao SAR, China",2014,6.045271806,0,83.543,590208,,1.700000048,0.366448832,0.417843594,0.174593269,
"Macao SAR, China",2015,4.559202881,0.166087299,83.707,602085,,1.809999943,0.345226397,0.394995877,0.156021743,
"Macao SAR, China",2016,2.370161348,0.163178988,83.854,612836,,1.899999976,0.333173315,0.379036764,0.143668868,
"Macao SAR, China",2017,1.22655456,0.321244888,83.989,622585,,2,0.313717288,0.356092268,0.126801703,
"Macao SAR, China",2018,3.005221006,0.316639568,84.118,631636,,1.799999952,0.3006826,0.348819722,0.121675198,
"Macao SAR, China",2019,,,84.244,640445,,1.700000048,0.229430239,0.265237271,0.07035081,
Madagascar,2000,11.8596845,,58.485,15766806,5.8,5.800000191,0.190310204,0.233796319,0.054660719,0.462
Madagascar,2001,7.916944845,,59.129,16260932,5.7,5.349999905,0.197419348,0.231441205,0.053565031,0.468
Madagascar,2003,-1.704004796,,60.256,17279141,5.9,5.010000229,0.195939078,0.22599663,0.051074477,0.473
Madagascar,2002,16.49852553,,59.717,16765117,5.8,5.199999809,0.184859696,0.219287896,0.048087181,0.464
Madagascar,2004,13.9558018,,60.752,17802997,5.9,3.720000029,0.181849052,0.218306185,0.04765759,0.48
Madagascar,2005,18.36382465,,61.212,18336724,5.8,2.619999886,0.183768796,0.213933406,0.045767502,0.486
Madagascar,2007,10.28796632,,62.079,19433530,5.7,3.059999943,0.174612267,0.211394996,0.044687844,0.498
Madagascar,2008,9.296508394,,62.509,19996473,5.7,3.339999914,0.171686222,0.198481181,0.039394779,0.506
Madagascar,2006,10.76563716,,61.65,18880269,5.8,2.839999914,0.167380511,0.195309815,0.038145924,0.49
Madagascar,2009,8.954218024,,62.944,20569117,5.7,3.880000114,0,0,,0.51
Madagascar,2010,9.247321736,,63.388,21151640,5.7,4.28000021,0,0,,0.511
Madagascar,2011,9.482540486,,63.836,21743967,5.7,2.019999981,0,0,,0.512
Madagascar,2012,5.713844342,,64.28,22346641,5.6,0.600000024,0,0,,0.514
Madagascar,2013,5.826429445,,64.713,22961253,5.6,0.939999998,0,0,,0.517
Madagascar,2014,6.080408111,,65.133,23589887,5.6,1.330000043,0,0,,0.52
Madagascar,2015,7.404191742,,65.539,24234088,5.5,1.789999962,0,0,,0.522
Madagascar,2016,6.035758582,,65.931,24894380,5.5,1.75999999,0,0,,0.523
Madagascar,2017,8.609050754,,66.311,25570540,5.5,1.730000019,0,0,,0.526
Madagascar,2018,8.594229589,,66.681,26262368,5.5,1.690000057,0,0,,0.527
Madagascar,2019,5.610514415,,67.041,26969307,5.5,1.669999957,0,0,,0.528
Madagascar,1990,11.78448383,,51.003,11598633,,,0,0,,
Madagascar,1991,8.592647605,,51.595,11942819,,5.559999943,0,0,,
Madagascar,1992,14.51237861,,52.278,12301336,,5.630000114,0,0,,
Madagascar,1993,10.0083612,,53.022,12675460,,5.760000229,0,0,,
Madagascar,1994,38.9417909,,53.808,13066543,,5.800000191,0,0,,
Madagascar,1995,49.08021006,,54.616,13475400,,5.800000191,0,0,,
Madagascar,1996,19.75635454,,55.43,13902688,,5.800000191,0,0,,
Madagascar,1997,4.486382617,,56.239,14347854,,5.789999962,0,0,,
Madagascar,1998,6.208016087,,57.028,14808791,,5.789999962,0,0,,
Madagascar,1999,9.929533993,,57.782,15282521,,5.829999924,0,0,,
Malawi,1991,12.61531538,,46.121,9600355,,5.840000153,0,0,,0.34
Malawi,1995,83.32577475,,45.846,9844415,,6.03000021,0,0,,0.389
Malawi,1997,9.13735243,,45.479,10264906,,6.019999981,0,0,,0.395
Malawi,1990,11.82353805,,46.096,9404500,,,0,0,,0.333
Malawi,1992,23.75135302,,46.108,9685973,,5.900000095,0,0,,0.348
Malawi,1993,22.77271023,,46.055,9710331,,6,0,0,,0.356
Malawi,1998,29.74865128,,45.285,10552338,,6.019999981,0,0,,0.395
Malawi,1994,34.64963615,,45.969,9745690,,6.03000021,0,0,,0.356
Malawi,1996,37.60204502,,45.677,10022789,,6.03000021,0,0,,0.376
Malawi,1999,44.80416429,,45.136,10854322,,6.059999943,0,0,,0.395
Malawi,2013,27.28333333,,59.931,15839269,6.4,5.949999809,0,0,,0.456
Malawi,2014,23.79206495,,61.042,16289540,6.3,5.889999866,0,0,,0.465
Malawi,2015,21.86734755,,61.953,16745303,6.2,5.849999905,0,0,,0.468
Malawi,2016,21.71111321,,62.681,17205289,6.1,5.789999962,0,0,,0.472
Malawi,2019,9.370836056,,64.263,18628747,5.4,5.559999943,0,0,,0.483
Malawi,2017,11.54339392,,63.279,17670260,5.9,5.699999809,0,0,,0.473
Malawi,2018,12.42017811,,63.798,18143315,5.6,5.619999886,0,0,,0.478
Malaysia,1999,2.744561302,2.59473279,72.418,22661298,,3.430000067,0,0,,0.713
Malaysia,1997,2.662514597,2.504314145,72.11,21562793,,2.450000048,0,0,,0.704
Malaysia,1998,5.270342003,2.844268778,72.257,22114654,,3.200000048,0,0,,0.708
Malaysia,1996,3.488559459,2.126787054,71.972,21017613,,2.519999981,0,0,,0.694
Malaysia,1995,3.450575096,1.932876094,71.834,20487607,,3.150000095,0,0,,0.682
Malaysia,1994,3.724970554,1.681891455,71.687,19977500,,3.630000114,0,0,,0.675
Malaysia,2017,3.871201158,,75.828,31105028,5.4,3.410000086,0,0,,0.805
Malaysia,1992,4.7672283,1.926046143,71.326,19002656,,3.710000038,0,0,,0.66
Malaysia,1993,3.536585366,1.847584445,71.519,19484898,,4.110000134,0,0,,0.667
Malaysia,2014,3.142990509,,75.268,29866559,4.6,2.880000114,0,0,,0.791
Malaysia,2015,2.104389802,,75.461,30270962,4.8,3.099999905,0,0,,0.796
Malaysia,2016,2.090566595,,75.649,30684804,5.1,3.440000057,0,0,,0.8
Malaysia,2019,0.662891866,,76.156,31949777,5.7,3.309999943,0,0,,0.81
Malaysia,2018,0.884709161,,75.997,31528585,5.4,3.299999952,0,0,,0.805
Malaysia,1991,4.358333333,2.073440731,71.106,18519937,,3.660000086,0,0,,0.651
Malaysia,1990,2.617801047,1.736012509,70.865,18029824,,,0,0,,0.643
Maldives,1999,,,69.348,273527,,1.700000048,0,0,,0.611
Maldives,1998,,,68.501,268455,,1.429999948,0,0,,0.597
Maldives,2019,,,78.921,530953,2.7,5.820000172,0,0,,0.74
Maldives,1997,,2.274139996,67.644,263842,,1.200000048,0,0,,0.584
Maldives,2018,,,78.627,515696,2.9,5.900000095,0,0,,0.734
Maldives,1995,,0.786955427,65.923,254139,,0.790000021,0,0,,0.555
Maldives,1996,,,66.784,259183,,0.980000019,0,0,,0.569
Maldives,2017,,,78.325,496402,3.1,6,0,0,,0.731
Maldives,2015,,,77.691,454915,2.8,5.670000076,0,0,,0.724
Maldives,2016,,,78.013,475513,3.1,6.119999886,0,0,,0.728
Maldives,2000,,,70.173,279398,3.8,1.970000029,0,0,,0.622
Maldives,2004,,,73.034,311265,2.9,5.360000134,0,0,,0.649
Maldives,2014,,,77.36,435015,2.7,5.210000038,0,0,,0.718
Maldives,2006,,,74.138,327487,3.1,7.389999866,0,0,,0.659
Maldives,2005,,,73.612,319608,3,6.380000114,0,0,,0.645
Maldives,1990,,0.448110988,61.529,223158,,,0,0,,
Maldives,1991,,,62.413,229751,,0.75999999,0,0,,
Maldives,1992,,,63.302,236265,,0.769999981,0,0,,
Maldives,1993,,,64.185,242605,,0.790000021,0,0,,
Maldives,1994,,,65.059,248588,,0.790000021,0,0,,
Mali,1991,1.80042722,,46.076,8635527,,3.210000038,0,0,,0.241
Mali,1990,0.606339704,,45.746,8449913,,,0,0,,0.234
Mali,1992,-6.242505995,,46.305,8850334,,3.24000001,0,0,,0.246
Mali,1993,-0.263767884,,46.445,9087176,,3.289999962,0,0,,0.253
Mali,1994,23.17679115,,46.52,9334880,,3.309999943,0,0,,0.26
Mali,1995,13.44176968,,46.573,9585653,,3.299999952,0,0,,0.265
Mali,1996,6.805459968,,46.658,9837571,,3.299999952,0,0,,0.274
Mali,1997,-0.362999796,,46.823,10094368,,3.299999952,0,0,,0.285
Mali,1998,4.03658946,,47.103,10360561,,3.920000076,0,0,,0.294
Mali,1999,-1.201903686,,47.515,10642936,,4.619999886,0,0,,0.306
Mali,2000,-0.677661659,,48.069,10946445,4.8,5.329999924,0,0,,0.312
Mali,2001,5.187011919,,48.758,11271600,4.7,6.099999905,0,0,,0.325
Mali,2002,5.032822757,,49.54,11616887,4.7,6.96999979,0,0,,0.334
Mali,2003,-1.34672619,,50.373,11982695,4.6,7.860000134,0,0,,0.347
Mali,2004,-3.099781281,,51.224,12369070,4.5,8.75,0,0,,0.356
Mali,2005,6.397882939,,52.057,12775516,4.6,9.760000229,0,0,,0.367
Mali,2006,1.543525969,,52.839,13203378,4.5,10.72000027,0,0,,0.376
Mali,2008,9.170988137,,54.193,14113577,4.6,10.22999954,0,0,,0.394
Mali,2009,2.463751886,,54.756,14581429,4.6,9.279999733,0,0,,0.401
Mali,2007,1.412002017,,53.553,13651464,4.6,11.71000004,0,0,,0.371
Mali,2010,1.108926907,,55.251,15049353,4.5,8.069999695,0,0,,0.408
Mali,2011,2.955643952,,55.701,15514591,4.5,6.900000095,0,0,,0.413
Mali,2012,5.323128471,,56.135,15979499,4.5,6.619999886,0,0,,0.413
Mali,2013,-0.606736356,,56.578,16449864,4.5,6.349999905,0,0,,0.413
Mali,2014,0.883814547,,57.036,16934220,4.4,6.380000114,0,0,,0.419
Mali,2016,-1.799647071,,57.987,17965429,4.2,7.599999905,0,0,,0.422
Mali,2019,-1.658266948,,59.306,19658031,4.1,7.239999771,0,0,,0.434
Mali,2015,1.450690576,,57.509,17438778,4.3,7.730000019,0,0,,0.417
Mali,2017,1.759857429,,58.452,18512394,4.1,7.409999847,1.122753457,1.925820682,37087.85299,0.427
Mali,2018,0.299546507,,58.893,19077690,4.1,7.309999943,1.073409008,1.870050537,34970.89011,0.431
Malta,1990,2.983405861,1.104920487,76.78607317,354170,,,1.099379557,1.82925051,33461.57428,0.752
Malta,1991,2.542192848,0.821938075,77.08446342,363845,,5.889999866,1.089245141,1.824531224,33289.14187,0.757
Malta,1992,1.633212099,1.630922287,77.35080488,367618,,5.869999886,1.040221524,1.757130953,30875.09186,0.762
Malta,2019,1.642060018,,82.6,504062,6.1,3.400000095,0.954087913,1.670907029,27919.303,0.895
Malta,1993,4.144819542,1.88794252,77.59348781,371308,,5.829999924,0.995740794,1.643136623,26998.97962,0.766
Malta,1994,4.129921816,0.802666995,77.81753659,374797,,5.880000114,0.921994023,1.626091751,26441.74383,0.768
Malta,1998,2.385251354,1.2910489,77.58780488,385287,,6.190000057,0.923261414,1.508597081,22758.65153,0.789
Malta,1995,4.426645503,,77.2902439,377419,,5.949999809,0.832914222,1.479421354,21886.87543,0.772
Malta,1999,2.134768888,2.559993446,77.5,387578,,6.239999771,0.783521758,1.406681791,19787.53661,0.793
Malta,1996,2.054,,77.34146342,379905,,6.03000021,0.82484587,1.334702055,17814.29576,0.776
Malta,1997,3.11207792,,77.73902439,382791,,6.110000134,0.730508936,1.33061737,17705.42585,0.781
Malta,2006,2.773780065,0,79.43902439,405308,6.8,6.800000191,0.821841997,1.323417064,17514.32725,0.832
Malta,2003,1.303837774,0,78.54634146,398582,5.4,7.489999771,0.770961766,1.189755812,14155.18892,0.81
Marshall Islands,2017,,,,58058,,,0.729073795,1.118211341,12503.96603,0.699
Marshall Islands,2018,,,,58413,,,0.684933988,1.048903504,11001.98561,0.702
Marshall Islands,2019,,,,58791,,,0.658031331,1.004627986,10092.7739,0.704
Marshall Islands,1990,,,,47271,,,0.594126975,0.904302854,81.77636518,
Marshall Islands,1991,,10.32993823,,48404,,,0,0,,
Marshall Islands,1992,,4.061573454,,49245,,,0,0,,
Marshall Islands,1993,,,,49831,,,0,0,,
Marshall Islands,1994,,3.982952961,,50215,,,0,0,,
Marshall Islands,1995,,,,50457,,,0,0,,
Marshall Islands,1996,,,,50533,,,0,0,,
Marshall Islands,1997,,,,50450,,,0,0,,
Marshall Islands,1998,,,,50356,,,0,0,,
Marshall Islands,1999,,,67.50487805,50423,,,0,0,,
Marshall Islands,2000,,,65.23902439,50753,,,0,0,,
Marshall Islands,2001,,,,51422,,,0,0,,
Marshall Islands,2002,,,,52370,,,0,0,,
Marshall Islands,2003,,,,53456,,,0,0,,
Marshall Islands,2004,,,,54476,,,0,0,,
Marshall Islands,2005,,,,55258,,,0,0,,
Marshall Islands,2006,,,,55767,,,0,0,,
Marshall Islands,2007,,,,56051,,,0,0,,
Marshall Islands,2008,,,,56174,,,0,0,,
Marshall Islands,2009,,,,56250,,,0,0,,
Marshall Islands,2010,,,,56366,,,0,0,,
Marshall Islands,2011,,,,56531,,,0,0,,
Marshall Islands,2012,,,,56717,,,0,0,,
Marshall Islands,2013,,,,56938,,,0,0,,
Marshall Islands,2014,,,,57179,,,0,0,,
Marshall Islands,2015,,,,57439,,,0,0,,
Marshall Islands,2016,,,,57735,,,0,0,,
Mauritania,1994,4.128258613,,60.341,2255516,,9.979999542,0,0,,0.435
Mauritania,1993,9.37034416,,60.231,2198532,,9.93999958,0,0,,0.423
Mauritania,1995,6.543790685,,60.426,2313630,,9.970000267,0,0,,0.442
Mauritania,1996,4.681306239,,60.493,2372901,,9.979999542,0,0,,0.451
Mauritania,1999,4.074176136,,60.643,2561585,,10.01000023,0,0,,0.464
Mauritania,1997,4.625346953,,60.545,2433563,,9.960000038,0,0,,0.45
Mauritania,1998,8.031666655,,60.593,2496216,,9.960000038,0,0,,0.459
Mauritania,1991,5.628666667,,59.914,2087912,,9.739999771,0,0,,0.402
Mauritania,1992,10.14181756,,60.092,2142645,,9.81000042,0,0,,0.41
Mauritania,1990,6.600225649,,59.688,2034346,,,0,0,,0.397
Mauritania,2000,3.254067458,,60.706,2630219,3.5,9.979999542,0,0,,0.464
Mauritania,2002,3.895705258,,60.892,2778099,3.4,10,0,0,,0.467
Mauritania,2003,5.151901508,,61.018,2857148,3.3,10,0,0,,0.472
Mauritania,2001,4.714896347,,60.788,2702400,3.4,9.960000038,0,0,,0.463
Mauritania,2004,10.36762335,,61.17,2939247,3.3,9.93999958,0,0,,0.482
Mauritania,2006,6.241033281,,61.552,3111906,3.2,9.699999809,0.291185523,0.64421576,41.50139454,0.496
Mauritania,2005,12.12564872,,61.349,3024194,3.2,9.859999657,0.263212494,0.573447699,32.88422635,0.486
Mauritania,2007,7.254108413,,61.776,3202517,3.2,9.569999695,0.247511916,0.528871615,27.97051852,0.495
Mauritania,2008,7.346635412,,62.015,3296238,3.1,9.510000229,0.231361117,0.498623098,0.248624994,0.494
Mauritania,2009,2.220920324,,62.266,3393409,3.1,9.81000042,0.197974096,0.421221481,0.177427536,0.502
Mauritania,2016,1.48600677,,64.208,4163534,3,10.31000042,0,0,,0.542
Mauritania,2013,4.129101738,,63.366,3817494,3.1,10.03999996,0,0,,0.525
Mauritania,2014,3.534368561,,63.654,3930896,3.1,10.11999989,0,0,,0.531
Mauritania,2015,3.237703083,,63.936,4046301,3,10.22000027,0,0,,0.536
Mauritania,2011,5.686319596,,62.799,3598648,3,9.859999657,0,0,,0.509
Mauritania,2012,4.902427272,,63.079,3706554,3.1,9.869999886,0,0,,0.517
Mauritania,2010,6.283540874,,62.527,3494195,3.1,9.859999657,0,0,,0.505
Mauritania,2017,2.275034573,,64.464,4282574,3.1,10.34000015,0,0,,0.54
Mauritania,2018,3.048914829,,64.704,4403319,3.1,10.22000027,0,0,,0.542
Mauritania,2019,2.300092621,,64.925,4525696,3.1,10.13000011,0,0,,0.546
Mauritius,2019,0.40565519,,74.23585366,1265711,9.5,6.360000134,0,0,,0.804
Mauritius,1993,10.51783845,1.911516798,70.10731707,1097374,,9.550000191,0,0,,0.643
Mauritius,1994,7.323471544,2.423380778,70.15853659,1112846,,9.600000381,0,0,,0.647
Mauritius,1995,6.029331885,2.214984637,70.32585366,1122457,,9.590000153,0,0,,0.653
Mauritius,1992,4.643519299,2.862556651,70.05853659,1084441,,9.420000076,0,0,,0.637
Mauritius,1996,6.550973361,2.977358068,70.32292683,1133996,,9.520000458,0,0,,0.656
Mauritius,1997,6.83334335,2.079468627,70.40487805,1148284,,9.43999958,0,0,,0.661
Mauritius,1998,6.810793238,2.660277424,70.60731707,1160421,,9.359999657,0,0,,0.667
Mauritius,1999,6.909146249,1.956496035,70.96097561,1175267,,9.340000153,0,0,,0.672
Mauritius,1990,13.48808879,1.894174372,69.40487805,1058775,,,0,0,,0.624
Mauritius,1991,7.001013775,2.714255363,69.95609756,1070266,,9.340000153,0,0,,0.63
Mauritius,2001,5.389344262,,71.76585366,1196287,10.1,9.140000343,0,0,,0.687
Mauritius,2002,6.419333722,,71.96585366,1204621,11.3,8.210000038,0,0,,0.692
Mexico,1998,15.92839501,14.2166606,73.625,96056321,,3.730000019,0,0,,0.695
Mexico,1997,20.62562873,14.32391461,73.268,94611002,,4.239999771,0,0,,0.689
Mexico,1999,16.58561697,12.56503282,73.988,97484832,,2.599999905,1.3410669,2.170011164,47089.48452,0.699
Mexico,1992,15.50789625,19.05710489,71.61,87075138,,3.24000001,1.30218099,1.955226712,38229.11495,0.664
Mexico,1994,6.965812372,17.56835977,72.279,90156400,,4.440000057,1.192101379,1.916561703,36732.08761,0.675
Mexico,1995,34.99927129,17.03190012,72.598,91663285,,7.099999905,1.266473751,1.887442251,35624.38251,0.677
Mexico,1996,34.37838322,15.57215261,72.925,93147044,,5.46999979,1.268907514,1.882652098,35443.78922,0.683
Mexico,1990,26.65167257,17.26525939,70.866,83943132,,,1.263079439,1.868460709,34911.45421,0.656
Mexico,1991,22.66235946,17.69095582,71.248,85512623,,3.150000095,1.194722792,1.804717208,32570.04201,0.66
Mexico,1993,9.751460454,18.09864075,71.953,88625440,,3.369999886,1.131003549,1.795243728,32229.00043,0.668
Mexico,2019,3.635961421,,75.054,127575529,5.3,3.480000019,1.160117284,1.787545893,31953.2032,0.779
"Micronesia, Fed. Sts.",2000,2.158518106,,64.55,107402,24,,1.215178188,1.787026748,31934.64598,0.546
"Micronesia, Fed. Sts.",2001,0.502497351,,64.71,107173,23.4,,1.114730296,1.783568474,31811.16501,0.553
"Micronesia, Fed. Sts.",2002,-0.111442426,,64.888,107030,22.5,,1.205190741,1.780193118,31690.87537,0.559
"Micronesia, Fed. Sts.",2003,0.126643348,,65.08,106901,22.8,,1.133630228,1.776849888,31571.95524,0.565
"Micronesia, Fed. Sts.",2004,2.276696982,,65.282,106625,23.8,,1.109217462,1.763461784,31097.97464,0.57
"Micronesia, Fed. Sts.",2005,4.257699782,,65.489,106129,24.6,,1.121231352,1.703999015,29036.12643,0.577
"Micronesia, Fed. Sts.",2007,3.30634278,,65.901,104444,24.4,,1.087852205,1.697117324,28802.07211,0.589
"Micronesia, Fed. Sts.",2006,4.637370086,,65.697,105371,24.6,,1.026605732,1.658490682,27505.91342,0.583
"Micronesia, Fed. Sts.",2008,8.423725662,,66.099,103543,24.5,,1.034513982,1.631725524,26625.28186,0.593
"Micronesia, Fed. Sts.",2009,6.393602577,,66.29,102975,24.5,,0.949957436,1.542138694,23781.91752,0.596
"Micronesia, Fed. Sts.",2010,3.313709631,,66.471,102911,24.5,,0,0,,0.601
"Micronesia, Fed. Sts.",2011,5.082594039,,66.646,103450,25.2,,0,0,,0.604
"Micronesia, Fed. Sts.",2012,5.01850353,,66.817,104506,25.5,,0,0,,0.605
"Micronesia, Fed. Sts.",2013,1.752327374,,66.986,105926,25.6,,0,0,,0.605
"Micronesia, Fed. Sts.",2015,-0.298115837,,67.315,108895,27,,0,0,,0.612
"Micronesia, Fed. Sts.",2016,-1.037468064,,67.471,110215,27,,0,0,,0.614
"Micronesia, Fed. Sts.",2014,0.650284892,,67.152,107446,25.8,,0,0,,0.604
"Micronesia, Fed. Sts.",2017,0.689027979,,67.618,111459,27.7,,0,0,,0.616
"Micronesia, Fed. Sts.",2018,1.79400376,,67.755,112640,28.2,,0,0,,0.618
"Micronesia, Fed. Sts.",2019,,,67.883,113815,28.2,,0,0,,0.62
"Micronesia, Fed. Sts.",1990,,,63.605,96301,,,0,0,,0
"Micronesia, Fed. Sts.",1991,,,63.715,98770,,,0.54254285,1.125607573,12669.92408,0
"Micronesia, Fed. Sts.",1992,,,63.814,101389,,,0.529984363,1.108753897,12293.35204,0
"Micronesia, Fed. Sts.",1993,,,63.901,103915,,,0.538994781,1.106765465,12249.29795,0
"Micronesia, Fed. Sts.",1994,,,63.978,106030,,,0.539770391,1.088246756,11842.81002,0
"Micronesia, Fed. Sts.",1995,,,64.049,107529,,,0.507489731,1.077472891,11609.47831,0
"Micronesia, Fed. Sts.",1996,,,64.121,108321,,,0.525999483,1.069104641,11429.84733,0
"Micronesia, Fed. Sts.",1997,,,64.202,108480,,,0.524268313,1.048536626,10994.29056,0
"Micronesia, Fed. Sts.",1998,,,64.298,108208,,,0.487065151,1.036308832,10739.35995,0
"Micronesia, Fed. Sts.",1999,,,64.413,107781,,,0.470366038,1.01590937,10320.71848,0
Moldova,1991,,6.628491129,67.563,2975523,,1.899999976,0.465849129,0.999676242,99.93525888,0.68
Moldova,1990,,6.642901876,67.643,2969097,,,0.463394852,0.912194591,83.20989718,0.69
Moldova,1992,1026.826264,11.40101316,67.408,2977130,,3.700000048,0,0,,0.661
Moldova,1993,1613.603989,8.853495243,67.221,2973114,,3.700000048,0,0,,0.66
Moldova,1994,486.4256238,9.199800862,67.03,2964277,,5.800000191,0,0,,0.64
Moldova,1995,29.86561041,9.261388167,66.867,2952307,,5.300000191,0,0,,0.638
Moldova,1996,23.5056773,9.267357471,66.761,2946401,,7.900000095,0,0,,0.634
Moldova,1997,11.77283245,9.658281148,66.722,2935524,,7.900000095,0,0,,0.637
Moldova,1998,7.695765175,8.813502756,66.752,2934339,,10,0,0,,0.637
Moldova,1999,39.25598069,9.252609248,66.852,2929735,,11.14000034,0,0,,0.64
Moldova,2019,4.837783514,,71.901,2663251,14.7,5.099999905,0,0,,0.75
Monaco,1990,,,,29438,,,0,0,,
Monaco,1991,,,,29622,,,0,0,,
Monaco,1992,,,,29865,,,0,0,,
Monaco,1993,,,,30146,,,0,0,,
Monaco,1994,,,,30435,,,0,0,,
Monaco,1995,,,,30716,,,0,0,,
Monaco,1996,,,,30995,,,0,0,,
Monaco,1997,,,,31280,,,0,0,,
Monaco,1998,,,,31556,,,0,0,,
Monaco,1999,,,,31844,,,0,0,,
Monaco,2000,,,,32147,,,1.763552227,2.881621287,83037.41242,
Monaco,2001,,3.079386586,,32470,,,1.758139331,2.868090262,82259.41751,
Monaco,2002,,,,32806,,,1.580694977,2.591303241,67148.52487,
Monaco,2003,,,,33153,,,1.5823361,2.581298695,66631.02953,
Monaco,2004,,2.985163736,,33500,,,1.454404496,2.361046259,55745.39437,
Monaco,2005,,2.954908102,,33843,,,1.368481527,2.261952937,51164.31089,
Monaco,2006,,2.924917371,,34190,,,1.24330309,2.143626017,45951.32501,
Monaco,2007,,0,,34525,,,1.271326454,2.057162546,42319.17741,
Monaco,2008,,0,,34872,,,1.190007749,1.973478854,38946.18787,
Monaco,2009,,0,,35226,,,1.127909452,1.961581656,38478.02593,
Monaco,2010,,0,,35612,,,1.115188821,1.956471616,38277.81184,
Monaco,2011,,0,,36024,,,1.21831595,1.946191613,37876.61795,
Monaco,2012,,0,,36460,,,1.101219917,1.879214875,35314.48546,
Monaco,2013,,0,,36901,,,1.047355653,1.850451684,34241.71435,
Monaco,2014,,,,37322,,,0.993096174,1.636072774,26767.34122,
Monaco,2015,,0,,37718,,,0.95434353,1.60934828,25900.01886,
Monaco,2016,,,,38070,,,0.896640323,1.496895364,22406.95731,
Monaco,2017,,,,38392,,,0.916897721,1.455393207,21181.69387,
Monaco,2018,,,,38682,,,0.875011823,1.382325155,19108.22834,
Monaco,2019,,,,38964,,,0,0,,
Mongolia,1990,,,60.268,2184145,,,0,0,,0.578
Mongolia,1991,,,60.486,2217917,,5.989999771,0,0,,0.573
Mongolia,1992,,,60.67,2243495,,6.050000191,0,0,,0.56
Mongolia,1993,268.1504889,,60.841,2263186,,6.150000095,0,0,,0.546
Mongolia,1994,87.58000933,,61.015,2280479,,6.179999828,0,0,,0.549
Mongolia,2019,7.304815975,,69.87,3225167,17.9,5.309999943,0,0,,0.737
Mongolia,1995,0.043516101,,61.211,2298020,,6.179999828,0,0,,0.554
Mongolia,1997,36.5561149,,61.73,2335734,,6.170000076,0,0,,0.567
Mongolia,1998,9.357042177,,62.063,2355664,,6.170000076,0,0,,0.575
Mongolia,1999,7.564941503,,62.446,2376225,,6.210000038,0,0,,0.581
Mongolia,1996,46.88995215,,61.447,2316568,,6.179999828,0,0,,0.56
Mongolia,2002,0.917074687,,63.777,2443271,21.7,6.199999809,0,0,,0.608
Mongolia,2001,6.277360205,,63.319,2419588,22.3,6.159999847,0,0,,0.599
Mongolia,2000,11.59553876,,62.869,2397418,22,6.179999828,0,0,,0.588
Montenegro,2005,,3.569180451,73.642,614261,21.7,30.30999947,0,0,,
Montenegro,2002,,4.401903579,73.285,609828,20.2,30.63999939,0,0,,
Montenegro,2003,,3.256899334,73.37,612267,20.9,30.62999916,0,0,,
Montenegro,2004,,2.275915772,73.486,613353,21.2,30.5,0,0,,
Montenegro,2019,0.361563705,,76.884,622028,21,15.11999989,0,0,,0.829
Montenegro,1990,,,74.627,606372,,,0,0,,
Montenegro,1991,,,74.669,607105,,30.04000092,0,0,,
Montenegro,1992,,,74.634,608516,,30.20999908,0,0,,
Montenegro,1993,,,74.519,610170,,30.48999977,0,0,,
Montenegro,1994,,,74.334,611389,,30.57999992,0,0,,
Montenegro,1995,,,74.099,611712,,30.5699997,0,0,,
Montenegro,1996,,,73.845,611003,,30.5699997,0,0,,
Montenegro,1997,,,73.607,609520,,30.54999924,0,0,,
Montenegro,1998,,,73.416,607662,,30.54999924,0,0,,
Montenegro,1999,,,73.287,606001,,30.64999962,0,0,,
Montenegro,2000,,,73.228,604950,20.8,30.57999992,0,0,,
Montenegro,2001,,,73.233,607389,19.9,30.53000069,0,0,,
Morocco,1998,2.753113308,1.97791234,67.86,28110443,,13.88000011,0,0,,0.509
Morocco,1999,0.684782609,1.897699651,68.245,28455509,,13.93999958,0,0,,0.519
Morocco,1994,5.14167153,0.692133337,66.501,26584478,,13.89999962,0,0,,0.484
Morocco,1995,6.123581648,,66.846,26994250,,13.89000034,0,0,,0.487
Morocco,1996,2.986809228,,67.175,27383473,,13.89000034,0,0,,0.498
Morocco,1997,1.038198951,2.637403213,67.508,27754571,,13.88000011,0,0,,0.502
Morocco,1993,5.18311396,0.565852975,66.128,26155203,,13.84000015,0,0,,0.473
Morocco,1990,6.782594015,0.358763035,64.732,24807462,,,0,0,,0.457
Morocco,1991,7.986166008,0.490886786,65.251,25260404,,13.5699997,0,0,,0.463
Morocco,1992,5.740246629,0.513390748,65.715,25711406,,13.67000008,0.773715418,1.002222044,10044.49025,0.467
Morocco,2019,0.196065521,,76.68,36471769,7.2,9.010000229,0.70253592,0.899533828,80.91611077,0.686
Mozambique,1991,,,45.647,13328032,,2.589999914,0.668031995,0.847756339,71.86908103,0.231
Mozambique,1990,,,45.261,12987292,,,0.662864467,0.831699457,69.17239868,0.227
Mozambique,1992,,,46.033,13806001,,2.630000114,0.649626885,0.813049919,66.10501708,0.227
